condition,i,j,cosine
dense,23,26,0.47702574729919434
dense,23,27,0.2148204743862152
dense,23,28,0.1756470650434494
dense,23,29,0.4037291705608368
dense,24,25,0.38182172179222107
dense,24,26,0.5807657241821289
dense,24,27,0.30628010630607605
dense,24,28,0.2531094253063202
dense,24,29,0.43440577387809753
dense,25,26,0.436298131942749
dense,25,27,0.06883661448955536
dense,25,28,0.15058887004852295
dense,25,29,0.27086764574050903
dense,26,27,0.38129034638404846
dense,26,28,0.3957631587982178
dense,26,29,0.5636626482009888
dense,27,28,0.3734338879585266
dense,27,29,0.5281729698181152
dense,28,29,0.36727917194366455
